filename,true_clusters,pred_clusters,gs_rs,gs_ars,gs_ss,gs_burnin_rs,gs_burnin_ars,gs_burnin_ss
data/data-k-7-0.csv,7,2,0.5544404404404404,0.22837119688411708,0.6185243582331603,0.5715155155155155,0.24679234295309704,0.6533838166191253
data/data-k-7-1.csv,7,3,0.7193713713713714,0.4588914539843051,0.6260386354942389,0.7199679679679679,0.4600258964694476,0.6308114720308263
data/data-k-7-2.csv,7,2,0.4841301301301301,0.17842729314522024,0.7948093916655009,0.4841301301301301,0.17842729314522024,0.7948093916655009
data/data-k-7-3.csv,7,5,0.9041721721721722,0.778140838433337,0.5794593475607528,0.9414654654654655,0.8653233487020342,0.638049902964123
data/data-k-7-4.csv,7,3,0.7813773773773773,0.5609115286592459,0.7898213995406845,0.7804604604604605,0.5588653354958536,0.7922031417896593
data/data-k-7-5.csv,7,5,0.8561641641641642,0.6152669414573227,0.4126108009294324,0.8795255255255255,0.6770568184540885,0.5489248418531063
data/data-k-7-6.csv,7,3,0.8601861861861861,0.6711139142645363,0.6704359278634088,0.8728148148148148,0.7014183356802897,0.701388111426611
data/data-k-7-7.csv,7,3,0.5983503503503503,0.2216828957977839,0.44598187266038825,0.6601041041041041,0.3207741029087582,0.5954893207764076
data/data-k-7-8.csv,7,3,0.84211011011011,0.6105589318879503,0.7271399820510471,0.846062062062062,0.6199737789085561,0.7329053781651712
data/data-k-7-9.csv,7,2,0.6637637637637638,0.35117009453823084,0.7667820375905514,0.6654454454454455,0.3559115977468375,0.7689694861844089
data/data-k-7-10.csv,7,2,0.6677457457457457,0.3356732819007373,0.6443667257757387,0.6843743743743744,0.36918263322664324,0.6755466181326949
data/data-k-7-11.csv,7,3,0.8155475475475475,0.5515929773442052,0.609364913064789,0.8269329329329329,0.5775076483058997,0.6262989571864257
data/data-k-7-12.csv,7,2,0.7475315315315315,0.496669602439074,0.8732947817878333,0.7475315315315315,0.496669602439074,0.8732947817878333
data/data-k-7-13.csv,7,3,0.7923743743743744,0.5769783105443967,0.8169640884027748,0.7945685685685686,0.5806172469367454,0.8190440722460526
data/data-k-7-14.csv,7,3,0.6833053053053053,0.30642218616156913,0.638191973847679,0.6943683683683683,0.3197571451419739,0.6612069804502122
data/data-k-7-15.csv,7,2,0.6319539539539539,0.28484140014651615,0.656724234857259,0.6461401401401401,0.3102617186241803,0.689554616920049
data/data-k-7-16.csv,7,2,0.32602402402402403,0.053781002464826554,0.6833859755559909,0.32602402402402403,0.053781002464826554,0.6833859755559909
data/data-k-7-17.csv,7,2,0.490998998998999,0.1912478658771608,0.8018134296743106,0.4925745745745746,0.19283417159742974,0.8033341565393205
data/data-k-7-18.csv,7,2,0.6322182182182182,0.31421370127994197,0.5809662667566199,0.6386226226226226,0.3235709111209557,0.592443604682424
data/data-k-7-19.csv,7,4,0.8376336336336336,0.6092110887613646,0.5755611218999764,0.8443303303303303,0.6177394569579678,0.6122846529004079
data/data-k-7-20.csv,7,3,0.7488148148148148,0.4082123023228804,0.42567385569231536,0.7891211211211211,0.5071827683046971,0.5273329984177119
data/data-k-7-21.csv,7,2,0.42411011011011013,0.01649101935064124,0.10287586837058905,0.5520880880880881,0.10429222733352957,0.5531523472653537
data/data-k-7-22.csv,7,2,0.7401321321321321,0.4925953543700624,0.8393304153418696,0.7396456456456456,0.49186010394693364,0.8396609924609261
data/data-k-7-23.csv,7,2,0.7748828828828829,0.5519466409479332,0.764899415255709,0.7773413413413414,0.5570092627321318,0.7697894413033134
data/data-k-7-24.csv,7,2,0.6946186186186186,0.3892953335066049,0.8783449101321246,0.6953233233233234,0.390704608851802,0.8785712406395326
data/data-k-7-25.csv,7,3,0.837031031031031,0.6373619231966621,0.7399072589580843,0.840986986986987,0.6455226233483439,0.7456775776107856
data/data-k-7-26.csv,7,3,0.7161881881881882,0.3873196120296528,0.32541078831846243,0.7763603603603604,0.4955091547953509,0.42342984127777017
data/data-k-7-27.csv,7,3,0.8267227227227227,0.6190386937306336,0.5592014175757595,0.8577937937937938,0.6812705519582682,0.6267286669839733
data/data-k-7-28.csv,7,2,0.7296556556556557,0.48708616933958904,0.6731694196633867,0.7403243243243244,0.5054772634699038,0.6859255658963478
data/data-k-7-29.csv,7,4,0.815009009009009,0.5703434892525056,0.6329146153966099,0.8137317317317317,0.560927741665063,0.5981424991933807
data/data-k-7-30.csv,7,6,0.7341421421421421,0.23845472502225873,0.28812490917635425,0.7323223223223223,0.23116961343489426,0.4656758872793429
data/data-k-7-31.csv,7,5,0.9688388388388388,0.9108010428012563,0.7361597939312507,0.9726186186186186,0.9219440987163343,0.7721074234549655
data/data-k-7-32.csv,7,2,0.7010250250250251,0.40273281037212927,0.8018325432236302,0.7010250250250251,0.40273281037212927,0.8018325432236302
data/data-k-7-33.csv,7,2,0.5149349349349349,0.10771797794917957,0.4524801710841171,0.5302782782782782,0.14699718100088666,0.6088416993912846
data/data-k-7-34.csv,7,2,0.40412412412412413,0.10661559377087873,0.6789647807911013,0.42715715715715713,0.12315193190364021,0.6901930499853295
data/data-k-7-35.csv,7,3,0.6582422422422423,0.321081780722323,0.4623392168052808,0.6644364364364365,0.3279150288372719,0.5583886674773058
data/data-k-7-36.csv,7,2,0.7155815815815816,0.47148912190303516,0.7821589424970357,0.7155815815815816,0.47148912190303516,0.7821589424970357
data/data-k-7-37.csv,7,5,0.8710550550550551,0.717142693983784,0.5713803076887743,0.8843583583583584,0.7232855481957972,0.4895344665740811
data/data-k-7-38.csv,7,2,0.6401661661661662,0.3088732427216573,0.7695812678617592,0.6433853853853854,0.3147882070598082,0.7702798880059938
data/data-k-7-39.csv,7,3,0.7151191191191191,0.3717955938252787,0.487853497335878,0.7195595595595595,0.39361941098897857,0.5675492369898512
data/data-k-7-40.csv,7,3,0.8325125125125125,0.5947659372074992,0.677830153971372,0.8362222222222222,0.6030665260465686,0.6892554774972254
data/data-k-7-41.csv,7,2,0.6476576576576577,0.3182097677559808,0.6904822254296248,0.6636276276276276,0.3432550312480346,0.7130662271271642
data/data-k-7-42.csv,7,3,0.7943743743743744,0.5699348420104994,0.5431856685880329,0.8386266266266267,0.6650779615027644,0.6297099691681832
data/data-k-7-43.csv,7,2,0.7245025025025025,0.44880341408914126,0.741920131757215,0.727039039039039,0.45401427336153793,0.7536750710419093
data/data-k-7-44.csv,7,2,0.6542382382382382,0.3463943800323047,0.8317934123980112,0.6542382382382382,0.3463943800323047,0.8317934123980112
data/data-k-7-45.csv,7,4,0.8367087087087087,0.5790367807329111,0.8379596928482852,0.8389249249249249,0.5852252664371276,0.8448060223192916
data/data-k-7-46.csv,7,3,0.8085665665665666,0.5401344148756378,0.6767496888620383,0.8201421421421421,0.5677361306632638,0.711638188342921
data/data-k-7-47.csv,7,2,0.3956756756756757,0.10257617832140933,0.5104780984895196,0.43118318318318316,0.13410157824121427,0.5512369335828355
data/data-k-7-48.csv,7,2,0.6963463463463464,0.4067648856905811,0.7652750307084425,0.7008028028028028,0.41495300625726234,0.7706956081475211
data/data-k-7-49.csv,7,2,0.6454914914914915,0.3519154751689772,0.7552194574650852,0.646942942942943,0.3542646727318756,0.7559369760964717

