filename,gs_base_rs,gs_base_ars,gs_base_ss,gs_multi_rs,gs_multi_ars,gs_multi_ss,gs_burnin_rs,gs_burnin_ars,gs_burnin_ss
data-k-6-0.csv,0.739211211,0.441775323,-0.215327268,0.802520521,0.542185339,0.508527147,0.782900901,0.484413091,0.259562568
data-k-6-1.csv,0.723677678,0.253775168,-0.000740056,0.779631632,0.349126114,0.389856412,0.75780981,0.26117151,0.081979222
data-k-6-2.csv,0.756870871,0.476321858,0.063990396,0.800122122,0.577606976,0.340376003,0.766074074,0.513656288,0.132100847
data-k-6-3.csv,0.568682683,0.011388244,-0.340079415,0.633357357,0.138938196,0.04705872,0.601101101,0.044695895,-0.270043213
data-k-6-4.csv,0.742414414,0.395546068,0.028564358,0.818062062,0.524378605,0.456118524,0.794756757,0.473978083,0.218902306
data-k-6-5.csv,0.650544545,0.109317386,-0.142295068,0.667973974,0.169623194,0.326442702,0.636548549,0.106898902,0.034090616
data-k-6-6.csv,0.709943944,0.200497944,0.009026141,0.743135135,0.270161345,0.23665671,0.723797798,0.213141291,-0.032735556
data-k-6-7.csv,0.708902903,0.248314362,0.099663422,0.758456456,0.384500647,0.44894764,0.722432432,0.274022085,0.19442543
data-k-6-8.csv,0.600338338,0.030104368,-0.269455256,0.707935936,0.239173972,0.352686839,0.659097097,0.110859318,-0.108028521
data-k-6-9.csv,0.612716717,0.025744907,-0.085205661,0.628984985,0.086590472,0.390648807,0.388732733,0.01579138,0.056239011
data-k-6-10.csv,0.645437437,0.046712717,-0.309567983,0.692126126,0.104785373,0.278668483,0.690382382,0.046929797,-0.116749011
data-k-6-11.csv,0.652014014,0.30337148,-0.079078803,0.616572573,0.231009321,0.237764505,0.672874875,0.345603439,0.103997241
data-k-6-12.csv,0.742626627,0.403659204,0.131875045,0.857523524,0.661847131,0.458376411,0.801023023,0.504182874,0.12675537
data-k-6-13.csv,0.685253253,0.130431112,-0.148251058,0.695735736,0.221385232,0.42429732,0.700640641,0.156576382,0.01190144
data-k-6-14.csv,0.595117117,0.14515079,0.04779084,0.630144144,0.201215419,0.284777829,0.596366366,0.151797298,0.120608613
data-k-6-15.csv,0.608690691,0.092505071,0.167061706,0.634114114,0.12115073,0.3534259,0.629941942,0.133708096,0.207487326
data-k-6-16.csv,0.707173173,0.1975409,0.053845706,0.768740741,0.368382038,0.3076599,0.722966967,0.258446326,0.06666149
data-k-6-17.csv,0.756092092,0.30285814,0.183145535,0.768708709,0.362559343,0.344463589,0.732144144,0.265213459,0.084724545
data-k-6-18.csv,0.519231231,0.019396513,-0.431946032,0.705483483,0.177449308,0.314516166,0.639487487,0.134208174,-0.198204559
data-k-6-19.csv,0.713973974,0.206110208,0.102535256,0.725557558,0.245736288,0.407663413,0.734322322,0.20020347,0.080238625
data-k-6-20.csv,0.654342342,0.141773328,-0.05850421,0.710514515,0.279374389,0.393623754,0.703947948,0.318490194,0.08358162
data-k-6-21.csv,0.726436436,0.300628162,-0.083347218,0.739389389,0.258792862,0.419222201,0.728856857,0.228694538,0.004179977
data-k-6-22.csv,0.576004004,0.085890121,-0.153448717,0.676058058,0.138493978,0.279511695,0.612508509,0.090130049,-0.191258295
data-k-6-23.csv,0.614384384,0.065017015,-0.302037984,0.669871872,0.111510823,0.386086688,0.655971972,0.09322832,-0.008187004
data-k-6-24.csv,0.799865866,0.565323066,0.112528193,0.880688689,0.735157922,0.363297525,0.831595596,0.631654444,0.207556325
data-k-6-25.csv,0.421691692,0.015369675,-0.177928235,0.660614615,0.061710224,0.344411987,0.460668669,0.027724168,-0.223540954
data-k-6-26.csv,0.656522523,0.08344961,-0.191799493,0.704534535,0.260129009,0.39171988,0.664118118,0.110777053,-0.065593961
data-k-6-27.csv,0.555405405,0.124240713,-0.20674405,0.487651652,0.020399338,0.086480728,0.510478478,0.047714384,-0.306332331
data-k-6-28.csv,0.681211211,0.165878785,-0.093245764,0.719941942,0.231006366,0.194842882,0.718432432,0.207570392,0.067690272
data-k-6-29.csv,0.698820821,0.178763083,-0.091849294,0.673043043,0.226975306,0.389181418,0.571073073,0.134051846,0.080363051
data-k-6-30.csv,0.593903904,0.040363119,-0.197108979,0.681203203,0.146044774,0.228632941,0.587613614,0.043065524,-0.20751621
data-k-6-31.csv,0.791873874,0.367091782,0.098367902,0.801473473,0.471731825,0.586508959,0.77027027,0.378506894,0.00567331
data-k-6-32.csv,0.58198999,0.038832029,-0.321701299,0.670890891,0.120024137,0.305001743,0.632412412,0.102969678,-0.042620348
data-k-6-33.csv,0.601545546,-0.008777484,-0.291487627,0.657797798,0.019510829,0.109013718,0.648146146,-0.001458172,-0.245271598
data-k-6-34.csv,0.517095095,0.012797374,-0.418658205,0.651537538,0.061611172,0.142115271,0.58217017,0.025798548,-0.190834316
data-k-6-35.csv,0.649009009,0.252735131,-0.127616606,0.660096096,0.269202343,0.303583655,0.656508509,0.269313423,0.056784619
data-k-6-36.csv,0.634566567,0.13582558,0.059808293,0.675615616,0.19352403,0.30611688,0.646166166,0.152451001,0.130673344
data-k-6-37.csv,0.747045045,0.424705152,0.128908005,0.80960961,0.559460154,0.448736322,0.751025025,0.417912646,0.153226996
data-k-6-38.csv,0.442312312,-0.052398883,-0.469044089,0.646936937,0.142595941,0.142341506,0.554828829,0.08193868,-0.255458393
data-k-6-39.csv,0.646112112,0.248831255,0.014563641,0.718882883,0.368730307,0.215370235,0.645713714,0.167145911,0.037182057
data-k-6-40.csv,0.58596997,0.150512003,-0.244893368,0.748392392,0.314556424,0.302178756,0.718760761,0.159040212,-0.050939402
data-k-6-41.csv,0.740052052,0.480976373,-0.121812242,0.727593594,0.451729629,0.27255216,0.681409409,0.358348406,0.100674812
data-k-6-42.csv,0.637433433,0.097295109,-0.079412585,0.681299299,0.163946825,0.371265958,0.62554955,0.099272047,-0.003706125
data-k-6-43.csv,0.609089089,0.035577743,-0.330993251,0.656828829,0.130154327,0.243350443,0.605347347,0.080635636,-0.142952343
data-k-6-44.csv,0.630054054,0.139109019,-0.117263319,0.645443443,0.18941609,0.289208789,0.595077077,0.090883078,-0.062968462
data-k-6-45.csv,0.750224224,0.390875933,0.141106877,0.81,0.541844371,0.392565604,0.757295295,0.418201444,0.17164885
data-k-6-46.csv,0.787543544,0.442211511,0.223056549,0.855077077,0.611906539,0.515046397,0.801467467,0.453823244,0.250063613
data-k-6-47.csv,0.578760761,0.004463758,-0.439620634,0.690708709,0.094849241,0.361736659,0.634738739,0.033449396,-0.218618335
data-k-6-48.csv,0.745393393,0.357982614,0.042808579,0.783597598,0.455226346,0.483892386,0.764156156,0.389152208,0.173383704
data-k-6-49.csv,0.643575576,0.2758395,-0.05250581,0.713005005,0.403316041,0.423069489,0.693221221,0.379447318,0.07752007
data-k-6-50.csv,0.769303303,0.471291335,-0.019577053,0.786966967,0.465943815,0.519261261,0.774408408,0.443581154,0.161005512
