file,gmm_mri_ars,gmm_kmeans_ars,kmeans_ars
data-k-6-0.csv,0.36805780387497755,0.5493288134379338,0.39791025425442483
data-k-6-1.csv,0.344374713386641,0.35843068417142077,0.3717047747438563
data-k-6-2.csv,0.5956753518265943,0.6121495589279987,0.3051855792959779
data-k-6-3.csv,0.2847582660499483,0.22204559503366367,0.18674362245015075
data-k-6-4.csv,0.5181878817008884,0.5284151335404856,0.40955887770436866
data-k-6-5.csv,0.16644142037636825,0.14636586535863785,0.11065275786243621
data-k-6-6.csv,0.3037129836933986,0.2575072909868651,0.20504605086127511
data-k-6-7.csv,0.37141512666594856,0.3876323153374741,0.37229560638749687
data-k-6-8.csv,0.2931975196135917,0.22462357383599105,0.2044193197204323
data-k-6-9.csv,0.08059157993450873,0.07649057278113021,0.06772938815098148
data-k-6-10.csv,0.11049272396253819,0.10278523864610456,0.09399332880559687
data-k-6-11.csv,0.2823156098071294,0.12958694905081852,0.11021201563299828
data-k-6-12.csv,0.627462888177405,0.6258023802134055,0.5385374214768778
data-k-6-13.csv,0.26921780590016053,0.24706497979272796,0.18476842874191798
data-k-6-14.csv,0.21314316561070545,0.213190884611483,0.15098686297796274
data-k-6-15.csv,0.17822555161982323,0.16127312151489243,0.17548425668661707
data-k-6-16.csv,0.34706972332084485,0.3390460293177875,0.24944420243208626
data-k-6-17.csv,0.40705143743288225,0.4113542270120133,0.2878186957604834
data-k-6-18.csv,0.18028809950371227,0.10552857723189064,0.10578984159596695
data-k-6-19.csv,0.1843012425098411,0.22524910449107705,0.16952343508204137
data-k-6-20.csv,0.3005675315736757,0.2790631297804184,0.27761817476971035
data-k-6-21.csv,0.2288056635232583,0.2499353205720595,0.22267867964604812
data-k-6-22.csv,0.1318553825037562,0.1077862023763782,0.1083233158567045
data-k-6-23.csv,0.06870246377858058,0.08667826247932718,0.10802304191892828
data-k-6-24.csv,0.6606203069881799,0.5511767124757931,0.40426095858000094
data-k-6-25.csv,0.05854379498031247,0.04780679641052325,0.04655279475278287
data-k-6-26.csv,0.13875726406956385,0.198094435522148,0.16934366767395212
data-k-6-27.csv,0.03209544309236296,0.020310975336290334,0.025458615945332167
data-k-6-28.csv,0.3067828957949919,0.3134797487333265,0.24970776782110002
data-k-6-29.csv,0.23654411748246057,0.26981583239402995,0.2619024188547222
data-k-6-30.csv,0.11604655417098676,0.11751498504475993,0.11934127997583859
data-k-6-31.csv,0.4924892475029507,0.5034922309844603,0.39049779797058076
data-k-6-32.csv,0.10175385708429321,0.0964740311570108,0.08607598057463475
data-k-6-33.csv,0.027957561549388117,0.04130695859703305,0.039150961587753004
data-k-6-34.csv,0.04846309670741491,0.015609061120291678,0.016696228911812196
data-k-6-35.csv,0.3659443429598675,0.3011557307635946,0.1585296397659694
data-k-6-36.csv,0.1724247293367006,0.18726016504724202,0.14572623564606052
data-k-6-37.csv,0.5278407393976546,0.5468500170277992,0.4184550292306064
data-k-6-38.csv,0.09336198953659633,0.10813625489101142,0.09823081928197709
data-k-6-39.csv,0.4822481322924232,0.3134321819959981,0.30395361350745914
