file,gmm_mri_ars,gmm_kmeans_ars,kmeans_ars
data-k-3-0.csv,-0.018931538110688352,0.024057960333135817,0.024468483539913183
data-k-3-1.csv,0.36557536174491545,0.11900551547554361,0.14271284593385372
data-k-3-2.csv,0.6755261704712429,0.3064819040166263,0.22131706266835538
data-k-3-3.csv,-0.003321491705696664,0.023570294063411067,0.05361667462874223
data-k-3-4.csv,0.2605379085764968,0.159359261290931,0.18964248562855465
data-k-3-5.csv,0.11556605812035252,0.13527835787278938,0.06886588716559808
data-k-3-6.csv,-0.003551651542875946,0.07084220773935992,0.13662412694366147
data-k-3-7.csv,0.630289553537658,0.4845962174055544,0.2870834406385132
data-k-3-8.csv,0.1607049512311364,-0.005261580254767514,0.032922159192480906
data-k-3-9.csv,-0.0003400667342869159,0.41047342331046327,0.26082206920426915
data-k-3-10.csv,0.3670149644815786,0.1828738375649301,0.15996198777358064
data-k-3-11.csv,-0.004262420463667771,0.11448832476652797,0.07119425051187339
data-k-3-12.csv,0.5162967693328286,0.5706501422518142,0.4005752994076611
data-k-3-13.csv,-0.0017452756484717053,0.020364713130704728,0.032539478981326496
data-k-3-14.csv,-0.0026891584471890966,0.058995889257523956,0.04286394134685796
data-k-3-15.csv,0.23927792016705363,0.15428421400835976,0.12954316899641424
data-k-3-16.csv,0.4931232840583155,0.29879066399644394,0.2955692928872418
data-k-3-17.csv,0.49829414817299433,0.49317635095445417,0.30375058564294605
data-k-3-18.csv,0.7395083401658973,0.7412988826791552,0.6660187691747227
data-k-3-19.csv,0.07689888659929305,0.12867935728878488,0.11695621539926057
data-k-3-20.csv,0.11809506184193472,0.2602975935119859,0.25103371804851743
data-k-3-21.csv,0.7040052488571527,0.7052127985498601,0.4093414850016932
data-k-3-22.csv,0.7176798916196808,0.7217549418110597,0.5248590161042195
data-k-3-23.csv,0.01915495487509224,0.035114178495915666,0.03620929454921595
data-k-3-24.csv,0.33061706591863826,0.35162668361370253,0.23134072612230175
data-k-3-25.csv,0.10581470968894735,0.12349154358563455,0.10844779831401043
data-k-3-26.csv,-0.017963375982525853,-0.021311081538828276,0.008200433776291203
data-k-3-27.csv,0.005387344845341002,0.07594271304365321,0.08847783490595336
data-k-3-28.csv,0.23128610625481216,0.10807718322653888,0.11492582050203148
data-k-3-29.csv,0.009929799513941746,0.003618661045488205,0.02035586779520444
data-k-3-30.csv,0.6695900650129482,0.6707392831012378,0.5898128415958562
data-k-3-31.csv,0.4276683963304465,0.4202479086285545,0.36105026356860354
data-k-3-32.csv,0.4876342458888295,0.4774145024075771,0.3936830349135296
data-k-3-33.csv,0.21029229005826855,0.21979677292993868,0.2138801040773486
data-k-3-34.csv,0.2233432892777956,0.22190501721866612,0.08849982406685239
data-k-3-35.csv,0.8230354936530615,0.6533916821517962,0.6292627258337989
data-k-3-36.csv,0.1323400048060349,0.22805204529289652,0.16464341323330653
data-k-3-37.csv,0.7400613861711389,0.7400613861711389,0.6452334806025655
data-k-3-38.csv,-0.0016940087892270634,0.0018683467876924645,0.01247489281185966
data-k-3-39.csv,0.9990222666454157,0.9990222666454157,1.0
data-k-3-40.csv,0.6968262820841046,0.6988045191828204,0.34322204860682826
data-k-3-41.csv,0.06066194758512954,0.04360921851391142,0.04197640518686579
data-k-3-42.csv,0.21929365094890185,0.2098740360328164,0.2037014002527859
data-k-3-43.csv,0.26967938351548704,0.23990211079178186,0.12284542455510473
data-k-3-44.csv,0.3396787542062228,0.2592834581663502,0.20146552826763184
data-k-3-45.csv,0.0875761548323398,0.051571389934165185,0.06007948772422572
data-k-3-46.csv,0.2250133139907535,0.2653717055563008,0.30516245717588125
data-k-3-47.csv,0.599730860547873,0.5960150529410069,0.4501470561563546
data-k-3-48.csv,-0.004136611816453067,-0.009837204986245582,-0.0017757332439671657
data-k-3-49.csv,0.4922894014483031,0.3458509578719891,0.3235058479208169
data-k-3-50.csv,0.1604895700725703,0.1367088964064681,0.4199569611096276
data-k-3-51.csv,0.0,-0.02605979998261242,-0.01703786684739348
data-k-3-52.csv,0.1338662387401374,0.15141493710149972,0.14723335624190698
data-k-3-53.csv,0.07151313409422107,0.02105588969326993,0.02529579169718808
data-k-3-54.csv,0.8235151713957628,0.8201783702610447,0.633206634088647
data-k-3-55.csv,0.7262345726439497,0.2846292698057597,0.2443372812982642
data-k-3-56.csv,0.22458059886482098,0.16880273464641518,0.1805346473883274
data-k-3-57.csv,0.6553923256313446,0.686546961303545,0.4774914228049969
data-k-3-58.csv,0.0,0.009402343900443113,0.012185421964789129
data-k-3-59.csv,0.07510023896323152,0.044918978078846795,0.07772304100723179
data-k-3-60.csv,0.21260232669419,0.25268086966612563,0.263018761288152
data-k-3-61.csv,0.42135809187492973,0.3086811607951821,0.19303180767554298
data-k-3-62.csv,0.6298463064589093,0.2306219348981185,0.31570108495690924
